GEMBASE_NAME,ASSEMBLY_NAME,ASSEMBLY_ACC,STUDY_ID,SAMPLE_ID,CONTIG_ACC,Isolation source,Strain Category,phylogroup
ESCO.0216.01120,16_4_Ti11,GCA_902847585,PRJEB34791,ERS3883765,CADHHM010000001-CADHHM010000400,Host-associated,Human_Intestinal,A
ESCO.0216.01121,A4_32,GCA_902847505,PRJEB34791,ERS3883766,CADHHJ010000001-CADHHJ010000303,Host-associated,Poultry_Meat,E
ESCO.0216.01122,B1751,GCA_902847445,PRJEB34791,ERS3883767,CADHHE010000001-CADHHE010000328,Host-associated,Bird_Faecal,A
ESCO.0216.01124,C2_18,GCA_902847515,PRJEB34791,ERS3883768,CADHHK010000001-CADHHK010000370,Host-associated,Poultry_Meat,A
ESCO.0216.01125,W2_76,GCA_902847605,PRJEB34791,ERS3883769,CADHHO010000001-CADHHO010000374,Host-associated,Poultry_Meat,D
ESCO.0216.01126,B771,GCA_902847615,PRJEB34791,ERS3883770,CADHGZ010000001-CADHGZ010000423,Host-associated,Bird_Faecal,D
ESCO.0216.01128,42_1_R2,GCA_902847535,PRJEB34791,ERS3883771,CADHGX010000001-CADHGX010000278,Host-associated,Human_Intestinal,A
ESCO.0216.01129,M660876,GCA_902847485,PRJEB34791,ERS3883772,CADHHG010000001-CADHHG010000340,Host-associated,Human_Faecal,B2
ESCO.0216.01130,A4_28b,GCA_902847455,PRJEB34791,ERS3883773,CADHHP010000001-CADHHP010000341,Host-associated,Poultry_Meat,A
ESCO.0216.01131,B1925,GCA_902847525,PRJEB34791,ERS3883774,CADHHN010000001-CADHHN010000294,Host-associated,Bird_Faecal,A
ESCO.0216.01132,B1864,GCA_902847575,PRJEB34791,ERS3883775,CADHHH010000001-CADHHH010000284,Host-associated,Bird_Faecal,A
ESCO.0216.01133,TA097,GCA_902847565,PRJEB34791,ERS3883776,CADHHD010000001-CADHHD010000341,Host-associated,Mammal_Faecal,B1
ESCO.0216.01134,B1914,GCA_902847545,PRJEB34791,ERS3883777,CADHHA010000001-CADHHA010000352,Host-associated,Bird_Faecal,A
ESCO.0216.01135,H034,GCA_902847425,PRJEB34791,ERS3883778,CADHHL010000001-CADHHL010000299,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01136,A4_33,GCA_902847495,PRJEB34791,ERS3883779,CADHHC010000001-CADHHC010000427,Host-associated,Poultry_Meat,A
ESCO.0216.01137,68_3_TC19,GCA_902847465,PRJEB34791,ERS3883780,CADHHF010000001-CADHHF010000300,Host-associated,Human_Intestinal,D
ESCO.0216.01138,W1_76,GCA_902847435,PRJEB34791,ERS3883781,CADHHQ010000001-CADHHQ010000347,Host-associated,Poultry_Meat,D
ESCO.0216.01139,E8382,GCA_902847745,PRJEB34791,ERS3883782,CADHHV010000001-CADHHV010000350,Environmental,Water,A
ESCO.0216.01140,H1513189,GCA_902847645,PRJEB34791,ERS3883783,CADHIH010000001-CADHIH010000361,Environmental,Water,A
ESCO.0216.01141,14_4_DC7,GCA_902847765,PRJEB34791,ERS3883784,CADHIC010000001-CADHIC010000423,Host-associated,Human_Intestinal,D
ESCO.0216.01142,B1928,GCA_902847815,PRJEB34791,ERS3883785,CADHHY010000001-CADHHY010000304,Host-associated,Bird_Faecal,A
ESCO.0216.01143,7_14_25,GCA_902847675,PRJEB34791,ERS3883786,CADHHT010000001-CADHHT010000307,Host-associated,Human_Intestinal,C
ESCO.0216.01144,H002,GCA_902847695,PRJEB34791,ERS3883787,CADHHU010000001-CADHHU010000370,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01145,C3_8,GCA_902847795,PRJEB34791,ERS3883788,CADHHR010000001-CADHHR010000387,Host-associated,Poultry_Meat,C
ESCO.0216.01146,B1867,GCA_902847715,PRJEB34791,ERS3883789,CADHIB010000001-CADHIB010000337,Host-associated,Bird_Faecal,A
ESCO.0216.01147,B1883,GCA_902847725,PRJEB34791,ERS3883790,CADHIF010000001-CADHIF010000376,Host-associated,Bird_Faecal,A
ESCO.0216.01148,67_3_Ti10,GCA_902847655,PRJEB34791,ERS3883791,CADHHS010000001-CADHHS010000304,Host-associated,Human_Intestinal,D
ESCO.0216.01149,B1832,GCA_902847805,PRJEB34791,ERS3883792,CADHIG010000001-CADHIG010000362,Host-associated,Bird_Faecal,B1
ESCO.0216.01150,C4_48,GCA_902847775,PRJEB34791,ERS3883793,CADHIE010000001-CADHIE010000380,Host-associated,Poultry_Meat,A
ESCO.0216.01151,A4_3,GCA_902847635,PRJEB34791,ERS3883794,CADHHZ010000001-CADHHZ010000310,Host-associated,Poultry_Meat,B1
ESCO.0216.01153,E2726,GCA_902847785,PRJEB34791,ERS3883795,CADHIA010000001-CADHIA010000375,Environmental,Water,A
ESCO.0216.01154,6_1_TC16,GCA_902847735,PRJEB34791,ERS3883796,CADHII010000001-CADHII010000406,Host-associated,Human_Intestinal,B2
ESCO.0216.01155,C2_110,GCA_902847755,PRJEB34791,ERS3883797,CADHID010000001-CADHID010000325,Host-associated,Poultry_Meat,B2
ESCO.0216.01156,C2_34,GCA_902847625,PRJEB34791,ERS3883798,CADHIK010000001-CADHIK010000335,Host-associated,Poultry_Meat,B1
ESCO.0216.01157,C3_9,GCA_902847705,PRJEB34791,ERS3883799,CADHHW010000001-CADHHW010000441,Host-associated,Poultry_Meat,A
ESCO.0216.01158,B1573,GCA_902847685,PRJEB34791,ERS3883800,CADHHX010000001-CADHHX010000323,Host-associated,Bird_Faecal,B2
ESCO.0216.01159,TA137,GCA_902847665,PRJEB34791,ERS3883801,CADHIJ010000001-CADHIJ010000334,Host-associated,Mammal_Faecal,A
ESCO.0216.01160,E5476,GCA_902847855,PRJEB34791,ERS3883802,CADHIN010000001-CADHIN010000338,Environmental,Water,B1
ESCO.0216.01161,B1696,GCA_902847885,PRJEB34791,ERS3883803,CADHIS010000001-CADHIS010000368,Host-associated,Bird_Faecal,A
ESCO.0216.01162,6_14_6B,GCA_902847935,PRJEB34791,ERS3883804,CADHIW010000001-CADHIW010000311,Host-associated,Human_Intestinal,E
ESCO.0216.01163,B1877,GCA_902847895,PRJEB34791,ERS3883805,CADHIP010000001-CADHIP010000348,Host-associated,Bird_Faecal,A
ESCO.0216.01164,E7355,GCA_902847875,PRJEB34791,ERS3883806,CADHIQ010000001-CADHIQ010000359,Environmental,Water,B1
ESCO.0216.01166,9_5_R1,GCA_902847905,PRJEB34791,ERS3883807,CADHIR010000001-CADHIR010000396,Host-associated,Human_Intestinal,B2
ESCO.0216.01167,Hinze_Dam1,GCA_902847925,PRJEB34791,ERS3883808,CADHIU010000001-CADHIU010000400,Environmental,Water,B1
ESCO.0216.01168,16_1_Ti5,GCA_902847825,PRJEB34791,ERS3883809,CADHIT010000001-CADHIT010000439,Host-associated,Human_Intestinal,A
ESCO.0216.01169,11_1_Ti6,GCA_902847835,PRJEB34791,ERS3883810,CADHIM010000001-CADHIM010000447,Host-associated,Human_Intestinal,D
ESCO.0216.01170,B1768,GCA_902847915,PRJEB34791,ERS3883811,CADHIV010000001-CADHIV010000337,Host-associated,Bird_Faecal,A
ESCO.0216.01171,H375,GCA_902847845,PRJEB34791,ERS3883812,CADHIO010000001-CADHIO010000337,Host-associated,Human_Faecal,A
ESCO.0216.01172,H604,GCA_902847865,PRJEB34791,ERS3883813,CADHIL010000001-CADHIL010000338,Host-associated,Human_Faecal,A
ESCO.0216.01173,A4_16,GCA_902850005,PRJEB34791,ERS3883814,CADHQW010000001-CADHQW010000355,Host-associated,Poultry_Meat,D
ESCO.0216.01174,B1734,GCA_902858955,PRJEB34791,ERS3883815,CADIGY010000001-CADIGY010000374,Host-associated,Bird_Faecal,B1
ESCO.0216.01175,1_3_Ti10,GCA_902849925,PRJEB34791,ERS3883816,CADHQS010000001-CADHQS010000454,Host-associated,Human_Intestinal,D
ESCO.0216.01176,C2_58,GCA_902849945,PRJEB34791,ERS3883817,CADHQY010000001-CADHQY010000369,Host-associated,Poultry_Meat,A
ESCO.0216.01177,W4_68,GCA_902850175,PRJEB34791,ERS3883818,CADHRC010000001-CADHRC010000382,Host-associated,Poultry_Meat,A
ESCO.0216.01178,4_1_C3,GCA_902850215,PRJEB34791,ERS3883819,CADHRB010000001-CADHRB010000449,Host-associated,Human_Intestinal,D
ESCO.0216.01180,B1857,GCA_902850085,PRJEB34791,ERS3883820,CADHRL010000001-CADHRL010000385,Host-associated,Bird_Faecal,A
ESCO.0216.01181,2H_276_5,GCA_902848035,PRJEB34791,ERS3883821,CADHIY010000001-CADHIY010000422,Host-associated,Human_Faecal,B2
ESCO.0216.01182,B531,GCA_902848065,PRJEB34791,ERS3883822,CADHJK010000001-CADHJK010000425,Host-associated,Bird_Faecal,B1
ESCO.0216.01183,A4_49,GCA_902848055,PRJEB34791,ERS3883823,CADHJI010000001-CADHJI010000488,Host-associated,Poultry_Meat,A
ESCO.0216.01184,B1503,GCA_902848005,PRJEB34791,ERS3883824,CADHJC010000001-CADHJC010000342,Host-associated,Bird_Faecal,B1
ESCO.0216.01185,C4_41,GCA_902848085,PRJEB34791,ERS3883825,CADHJL010000001-CADHJL010000367,Host-associated,Poultry_Meat,D
ESCO.0216.01186,W1_66,GCA_902848015,PRJEB34791,ERS3883826,CADHJO010000001-CADHJO010000405,Host-associated,Poultry_Meat,A
ESCO.0216.01187,M471,GCA_902847985,PRJEB34791,ERS3883827,CADHJH010000001-CADHJH010000333,Host-associated,Mammal_Faecal,B1
ESCO.0216.01188,B1699,GCA_902847945,PRJEB34791,ERS3883828,CADHIZ010000001-CADHIZ010000344,Host-associated,Bird_Faecal,D
ESCO.0216.01189,E4150,GCA_902848025,PRJEB34791,ERS3883829,CADHJD010000001-CADHJD010000350,Environmental,Water,B1
ESCO.0216.01190,A4_35,GCA_902848105,PRJEB34791,ERS3883830,CADHJM010000001-CADHJM010000363,Host-associated,Poultry_Meat,A
ESCO.0216.01191,B1859,GCA_902847955,PRJEB34791,ERS3883831,CADHJE010000001-CADHJE010000328,Host-associated,Bird_Faecal,A
ESCO.0216.01192,C2_45,GCA_902848115,PRJEB34791,ERS3883832,CADHJA010000001-CADHJA010000351,Host-associated,Poultry_Meat,D
ESCO.0216.01193,10_1_R6,GCA_902848045,PRJEB34791,ERS3883833,CADHIX010000001-CADHIX010000434,Host-associated,Human_Intestinal,B2
ESCO.0216.01194,B1814,GCA_902847995,PRJEB34791,ERS3883834,CADHJP010000001-CADHJP010000319,Host-associated,Bird_Faecal,A
ESCO.0216.01195,70_1_AC3,GCA_902847965,PRJEB34791,ERS3883835,CADHJN010000001-CADHJN010000332,Host-associated,Human_Intestinal,D
ESCO.0216.01196,B1825,GCA_902847975,PRJEB34791,ERS3883836,CADHJB010000001-CADHJB010000381,Host-associated,Bird_Faecal,A
ESCO.0216.01197,W3_63,GCA_902848125,PRJEB34791,ERS3883837,CADHJQ010000001-CADHJQ010000406,Host-associated,Poultry_Meat,A
ESCO.0216.01198,H621,GCA_902848075,PRJEB34791,ERS3883838,CADHJF010000001-CADHJF010000328,Host-associated,Human_Faecal,A
ESCO.0216.01199,C1_38,GCA_902848095,PRJEB34791,ERS3883839,CADHJG010000001-CADHJG010000423,Host-associated,Poultry_Meat,A
ESCO.0216.01200,W3_58,GCA_902848135,PRJEB34791,ERS3883840,CADHJJ010000001-CADHJJ010000391,Host-associated,Poultry_Meat,A
ESCO.0216.01201,2H_68_14,GCA_902848145,PRJEB34791,ERS3883841,CADHKH010000001-CADHKH010000438,Host-associated,Human_Faecal,B2
ESCO.0216.01203,A2_31,GCA_902848235,PRJEB34791,ERS3883842,CADHKE010000001-CADHKE010000387,Host-associated,Poultry_Meat,A
ESCO.0216.01204,B1675,GCA_902848165,PRJEB34791,ERS3883843,CADHKG010000001-CADHKG010000400,Host-associated,Bird_Faecal,A
ESCO.0216.01205,B1803,GCA_902848285,PRJEB34791,ERS3883844,CADHKF010000001-CADHKF010000400,Host-associated,Bird_Faecal,A
ESCO.0216.01206,7_3_R4,GCA_902848335,PRJEB34791,ERS3883845,CADHKK010000001-CADHKK010000461,Host-associated,Human_Intestinal,D
ESCO.0216.01208,B1940,GCA_902848305,PRJEB34791,ERS3883846,CADHKI010000001-CADHKI010000370,Host-associated,Bird_Faecal,A
ESCO.0216.01209,7_14_6A,GCA_902848315,PRJEB34791,ERS3883847,CADHJS010000001-CADHJS010000372,Host-associated,Human_Intestinal,B1
ESCO.0216.01210,C4_38,GCA_902848175,PRJEB34791,ERS3883848,CADHJY010000001-CADHJY010000416,Host-associated,Poultry_Meat,D
ESCO.0216.01211,C3_15,GCA_902848185,PRJEB34791,ERS3883849,CADHJU010000001-CADHJU010000439,Host-associated,Poultry_Meat,A
ESCO.0216.01212,C3_12,GCA_902848325,PRJEB34791,ERS3883850,CADHKC010000001-CADHKC010000452,Host-associated,Poultry_Meat,A
ESCO.0216.01213,C3_10,GCA_902848225,PRJEB34791,ERS3883851,CADHJZ010000001-CADHJZ010000457,Host-associated,Poultry_Meat,A
ESCO.0216.01214,4_2_Ti8,GCA_902848265,PRJEB34791,ERS3883852,CADHKA010000001-CADHKA010000474,Host-associated,Human_Intestinal,D
ESCO.0216.01215,TA111,GCA_902848215,PRJEB34791,ERS3883853,CADHJR010000001-CADHJR010000358,Host-associated,Mammal_Faecal,A
ESCO.0216.01216,B1544,GCA_902848245,PRJEB34791,ERS3883854,CADHKJ010000001-CADHKJ010000524,Host-associated,Bird_Faecal,D
ESCO.0216.01217,E4921,GCA_902848155,PRJEB34791,ERS3883855,CADHJW010000001-CADHJW010000343,Environmental,Water,B1
ESCO.0216.01218,B1850,GCA_902848205,PRJEB34791,ERS3883856,CADHJT010000001-CADHJT010000381,Host-associated,Bird_Faecal,A
ESCO.0216.01219,A3_16,GCA_902848275,PRJEB34791,ERS3883857,CADHJV010000001-CADHJV010000445,Host-associated,Poultry_Meat,C
ESCO.0216.01220,A3_52,GCA_902848255,PRJEB34791,ERS3883858,CADHKD010000001-CADHKD010000364,Host-associated,Poultry_Meat,D
ESCO.0216.01222,W4_22,GCA_902848195,PRJEB34791,ERS3883859,CADHJX010000001-CADHJX010000379,Host-associated,Poultry_Meat,B1
ESCO.0216.01223,16_5_Ti20,GCA_902848295,PRJEB34791,ERS3883860,CADHKB010000001-CADHKB010000499,Host-associated,Human_Intestinal,A
ESCO.0216.01224,2H_255_4,GCA_902848345,PRJEB34791,ERS3883861,CADHKL010000001-CADHKL010000378,Host-associated,Human_Faecal,A
ESCO.0216.01225,C3_14,GCA_902848495,PRJEB34791,ERS3883862,CADHKS010000001-CADHKS010000468,Host-associated,Poultry_Meat,A
ESCO.0216.01226,H317,GCA_902848515,PRJEB34791,ERS3883863,CADHKY010000001-CADHKY010000345,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01227,H315,GCA_902848415,PRJEB34791,ERS3883864,CADHKU010000001-CADHKU010000383,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01228,2H_228_15,GCA_902848455,PRJEB34791,ERS3883865,CADHLB010000001-CADHLB010000401,Host-associated,Human_Faecal,A
ESCO.0216.01229,B1912,GCA_902848535,PRJEB34791,ERS3883866,CADHKW010000001-CADHKW010000401,Host-associated,Bird_Faecal,A
ESCO.0216.01230,B1809,GCA_902848505,PRJEB34791,ERS3883867,CADHLE010000001-CADHLE010000371,Host-associated,Bird_Faecal,A
ESCO.0216.01231,H572,GCA_902848375,PRJEB34791,ERS3883868,CADHKO010000001-CADHKO010000375,Host-associated,Human_Extra-intestinal,A
ESCO.0216.01232,2H_319_6,GCA_902848425,PRJEB34791,ERS3883869,CADHKN010000001-CADHKN010000377,Host-associated,Human_Faecal,A
ESCO.0216.01233,TA120,GCA_902848355,PRJEB34791,ERS3883870,CADHKM010000001-CADHKM010000511,Host-associated,Mammal_Faecal,D
ESCO.0216.01234,72_4_Ti9,GCA_902848435,PRJEB34791,ERS3883871,CADHKR010000001-CADHKR010000364,Host-associated,Human_Intestinal,D
ESCO.0216.01235,6_14_8,GCA_902848365,PRJEB34791,ERS3883872,CADHKZ010000001-CADHKZ010000476,Host-associated,Human_Intestinal,B1
ESCO.0216.01237,E2506,GCA_902848485,PRJEB34791,ERS3883873,CADHLC010000001-CADHLC010000367,Environmental,Water,B1
ESCO.0216.01238,E3071,GCA_902848465,PRJEB34791,ERS3883874,CADHKQ010000001-CADHKQ010000362,Environmental,Water,A
ESCO.0216.01239,B1820,GCA_902848385,PRJEB34791,ERS3883875,CADHKX010000001-CADHKX010000473,Host-associated,Bird_Faecal,A
ESCO.0216.01241,65_3_TC1,GCA_902848395,PRJEB34791,ERS3883876,CADHKT010000001-CADHKT010000395,Host-associated,Human_Intestinal,D
ESCO.0216.01242,E4980,GCA_902848445,PRJEB34791,ERS3883877,CADHLD010000001-CADHLD010000414,Environmental,Water,B1
ESCO.0216.01243,TA135,GCA_902848525,PRJEB34791,ERS3883878,CADHLA010000001-CADHLA010000411,Host-associated,Mammal_Faecal,B1
ESCO.0216.01244,B1802,GCA_902848475,PRJEB34791,ERS3883879,CADHKV010000001-CADHKV010000494,Host-associated,Bird_Faecal,A
ESCO.0216.01245,C3_37,GCA_902848405,PRJEB34791,ERS3883880,CADHKP010000001-CADHKP010000424,Host-associated,Poultry_Meat,D
ESCO.0216.01246,H529,GCA_902848705,PRJEB34791,ERS3883881,CADHLS010000001-CADHLS010000524,Host-associated,Human_Faecal,A
ESCO.0216.01247,B1824,GCA_902848555,PRJEB34791,ERS3883882,CADHLI010000001-CADHLI010000383,Host-associated,Bird_Faecal,A
ESCO.0216.01248,7_14_27,GCA_902848725,PRJEB34791,ERS3883883,CADHLT010000001-CADHLT010000432,Host-associated,Human_Intestinal,A
ESCO.0216.01249,C3_13,GCA_902848645,PRJEB34791,ERS3883884,CADHLF010000001-CADHLF010000474,Host-associated,Poultry_Meat,A
ESCO.0216.01250,72_3_TC1,GCA_902848695,PRJEB34791,ERS3883885,CADHLQ010000001-CADHLQ010000385,Host-associated,Human_Intestinal,B2
ESCO.0216.01251,C3_36,GCA_902848575,PRJEB34791,ERS3883886,CADHLL010000001-CADHLL010000427,Host-associated,Poultry_Meat,D
ESCO.0216.01252,A2_33,GCA_902848545,PRJEB34791,ERS3883887,CADHLM010000001-CADHLM010000473,Host-associated,Poultry_Meat,A
ESCO.0216.01253,A3_31,GCA_902848635,PRJEB34791,ERS3883888,CADHLY010000001-CADHLY010000470,Host-associated,Poultry_Meat,A
ESCO.0216.01254,C3_3,GCA_902848615,PRJEB34791,ERS3883889,CADHLJ010000001-CADHLJ010000512,Host-associated,Poultry_Meat,A
ESCO.0216.01255,E9472,GCA_902848665,PRJEB34791,ERS3883890,CADHLW010000001-CADHLW010000591,Environmental,Water,B2
ESCO.0216.01256,W1_80,GCA_902848735,PRJEB34791,ERS3883891,CADHLP010000001-CADHLP010000443,Host-associated,Poultry_Meat,E
ESCO.0216.01257,2H_343_1,GCA_902848595,PRJEB34791,ERS3883892,CADHLH010000001-CADHLH010000470,Host-associated,Human_Faecal,A
ESCO.0216.01258,B1757,GCA_902848685,PRJEB34791,ERS3883893,CADHLU010000001-CADHLU010000536,Host-associated,Bird_Faecal,A
ESCO.0216.01259,C3_40,GCA_902848565,PRJEB34791,ERS3883894,CADHLO010000001-CADHLO010000454,Host-associated,Poultry_Meat,A
ESCO.0216.01260,C4_17,GCA_902848675,PRJEB34791,ERS3883895,CADHLV010000001-CADHLV010000683,Host-associated,Poultry_Meat,A
ESCO.0216.01261,TA257,GCA_902848625,PRJEB34791,ERS3883896,CADHLG010000001-CADHLG010000448,Host-associated,Mammal_Faecal,A
ESCO.0216.01262,2H_277_1,GCA_902848605,PRJEB34791,ERS3883897,CADHLK010000001-CADHLK010000462,Host-associated,Human_Faecal,A
ESCO.0216.01263,C1_10,GCA_902848585,PRJEB34791,ERS3883898,CADHLN010000001-CADHLN010000631,Host-associated,Poultry_Meat,A
ESCO.0216.01264,8_3_Ti3_redo,GCA_902848715,PRJEB34791,ERS3883899,CADHLX010000001-CADHLX010000454,Host-associated,Human_Intestinal,B1
ESCO.0216.01265,C1_4,GCA_902848655,PRJEB34791,ERS3883900,CADHLR010000001-CADHLR010000613,Host-associated,Poultry_Meat,C
ESCO.0216.01266,C2_5,GCA_902848805,PRJEB34791,ERS3883901,CADHME010000001-CADHME010000573,Host-associated,Poultry_Meat,A
ESCO.0216.01267,C2_116,GCA_902848855,PRJEB34791,ERS3883902,CADHMH010000001-CADHMH010000529,Host-associated,Poultry_Meat,B2
ESCO.0216.01268,B1830,GCA_902848745,PRJEB34791,ERS3883903,CADHMK010000001-CADHMK010000559,Host-associated,Bird_Faecal,A
ESCO.0216.01269,C3_11,GCA_902848755,PRJEB34791,ERS3883904,CADHMG010000001-CADHMG010000654,Host-associated,Poultry_Meat,A
ESCO.0216.01270,E4453,GCA_902848815,PRJEB34791,ERS3883905,CADHMD010000001-CADHMD010000652,Environmental,Water,B2
ESCO.0216.01271,A1_32,GCA_902848825,PRJEB34791,ERS3883906,CADHLZ010000001-CADHLZ010000714,Host-associated,Poultry_Meat,C
ESCO.0216.01272,7_14_10,GCA_902848795,PRJEB34791,ERS3883907,CADHMI010000001-CADHMI010000550,Host-associated,Human_Intestinal,A
ESCO.0216.01273,H549,GCA_902848765,PRJEB34791,ERS3883908,CADHMA010000001-CADHMA010000506,Host-associated,Human_Faecal,C
ESCO.0216.01274,C3_7,GCA_902848775,PRJEB34791,ERS3883909,CADHMJ010000001-CADHMJ010000789,Host-associated,Poultry_Meat,E
ESCO.0216.01275,C4_8,GCA_902848785,PRJEB34791,ERS3883910,CADHMB010000001-CADHMB010000632,Host-associated,Poultry_Meat,A
ESCO.0216.01276,8_3_DC15,GCA_902848845,PRJEB34791,ERS3883911,CADHMF010000001-CADHMF010000718,Host-associated,Human_Intestinal,B1
ESCO.0216.01277,C2_19,GCA_902848835,PRJEB34791,ERS3883912,CADHMC010000001-CADHMC010000785,Host-associated,Poultry_Meat,A
ESCO.0216.01287,YarraTap_3,GCA_902850235,PRJEB34791,ERS3883913,CADHRA010000001-CADHRA010000057,Environmental,Water,B1
ESCO.0216.01289,B1539,GCA_902850065,PRJEB34791,ERS3883914,CADHRH010000001-CADHRH010000082,Host-associated,Bird_Faecal,F
ESCO.0216.01290,C4_89,GCA_902850135,PRJEB34791,ERS3883915,CADHRD010000001-CADHRD010000170,Host-associated,Poultry_Meat,F
ESCO.0216.01291,B1858b,GCA_902850125,PRJEB34791,ERS3883916,CADHQZ010000001-CADHQZ010000099,Host-associated,Bird_Faecal,F
ESCO.0216.01292,Bris_5B,GCA_902850095,PRJEB34791,ERS3883917,CADHRJ010000001-CADHRJ010000085,Environmental,Water,A
ESCO.0216.01293,M1025,GCA_902850155,PRJEB34791,ERS3883918,CADHRE010000001-CADHRE010000121,Host-associated,Mammal_Faecal,F
ESCO.0216.01294,B1535,GCA_902848865,PRJEB34791,ERS3883919,CADHMW010000001-CADHMW010000083,Host-associated,Bird_Faecal,F
ESCO.0216.01296,C1_119,GCA_902848915,PRJEB34791,ERS3883920,CADHNC010000001-CADHNC010000127,Host-associated,Poultry_Meat,G
ESCO.0216.01298,E3094,GCA_902848905,PRJEB34791,ERS3883921,CADHND010000001-CADHND010000173,Environmental,Water,G
ESCO.0216.01301,H561,GCA_902848925,PRJEB34791,ERS3883922,CADHMT010000001-CADHMT010000143,Host-associated,Human_Extra-intestinal,G
ESCO.0216.01302,B1549b,GCA_902848885,PRJEB34791,ERS3883923,CADHMY010000001-CADHMY010000158,Host-associated,Bird_Faecal,F
ESCO.0216.01304,30_1_R8,GCA_902849035,PRJEB34791,ERS3883924,CADHMO010000001-CADHMO010000227,Host-associated,Human_Intestinal,F
ESCO.0216.01305,B1932b,GCA_902848875,PRJEB34791,ERS3883925,CADHMV010000001-CADHMV010000222,Host-associated,Bird_Faecal,G
ESCO.0216.01306,B1075,GCA_902849055,PRJEB34791,ERS3883926,CADHMP010000001-CADHMP010000112,Host-associated,Bird_Faecal,G
ESCO.0216.01307,B1552,GCA_902848955,PRJEB34791,ERS3883927,CADHMM010000001-CADHMM010000121,Host-associated,Bird_Faecal,F
ESCO.0216.01308,E4679,GCA_902849015,PRJEB34791,ERS3883928,CADHNA010000001-CADHNA010000147,Environmental,Water,F
ESCO.0216.01309,E1426,GCA_902849005,PRJEB34791,ERS3883929,CADHMX010000001-CADHMX010000178,Environmental,Water,G
ESCO.0216.01310,12_GNB_311,GCA_902848945,PRJEB34791,ERS3883930,CADHNB010000001-CADHNB010000199,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01312,Bris_2W,GCA_902849025,PRJEB34791,ERS3883931,CADHNE010000001-CADHNE010000130,Environmental,Water,A
ESCO.0216.01313,E6705,GCA_902848985,PRJEB34791,ERS3883932,CADHMQ010000001-CADHMQ010000169,Environmental,Water,F
ESCO.0216.01314,B1662,GCA_902848935,PRJEB34791,ERS3883933,CADHMN010000001-CADHMN010000148,Host-associated,Bird_Faecal,F
ESCO.0216.01315,B1246,GCA_902848965,PRJEB34791,ERS3883934,CADHML010000001-CADHML010000126,Host-associated,Bird_Faecal,F
ESCO.0216.01316,GNB_2838,GCA_902848995,PRJEB34791,ERS3883935,CADHMZ010000001-CADHMZ010000189,Host-associated,Human_Extra-intestinal,F
ESCO.0216.01318,C2_103,GCA_902849045,PRJEB34791,ERS3883936,CADHMU010000001-CADHMU010000176,Host-associated,Poultry_Meat,G
ESCO.0216.01321,E9576,GCA_902848975,PRJEB34791,ERS3883937,CADHMR010000001-CADHMR010000168,Environmental,Water,F
ESCO.0216.01323,WA5,GCA_902848895,PRJEB34791,ERS3883938,CADHMS010000001-CADHMS010000222,Host-associated,Poultry_Meat,F
ESCO.0216.01324,C4_95,GCA_902849065,PRJEB34791,ERS3883939,CADHNH010000001-CADHNH010000191,Host-associated,Poultry_Meat,G
ESCO.0216.01325,B271,GCA_902849075,PRJEB34791,ERS3883940,CADHNF010000001-CADHNF010000149,Host-associated,Bird_Faecal,F
ESCO.0216.01326,WA2,GCA_902849085,PRJEB34791,ERS3883941,CADHNG010000001-CADHNG010000228,Host-associated,Poultry_Meat,F
ESCO.0216.01327,B1700,GCA_902849125,PRJEB34791,ERS3883942,CADHNI010000001-CADHNI010000127,Host-associated,Bird_Faecal,F
ESCO.0216.01328,W2_68,GCA_902849135,PRJEB34791,ERS3883943,CADHNS010000001-CADHNS010000263,Host-associated,Poultry_Meat,F
ESCO.0216.01329,E8619,GCA_902849225,PRJEB34791,ERS3883944,CADHNP010000001-CADHNP010000184,Environmental,Water,F
ESCO.0216.01330,2H_327_20,GCA_902849165,PRJEB34791,ERS3883945,CADHNJ010000001-CADHNJ010000167,Host-associated,Human_Faecal,G
ESCO.0216.01331,2H_103_1,GCA_902849095,PRJEB34791,ERS3883946,CADHNV010000001-CADHNV010000200,Host-associated,Human_Faecal,G
ESCO.0216.01332,B1546,GCA_902849235,PRJEB34791,ERS3883947,CADHNK010000001-CADHNK010000158,Host-associated,Bird_Faecal,F
ESCO.0216.01333,B093,GCA_902849155,PRJEB34791,ERS3883948,CADHNQ010000001-CADHNQ010000186,Host-associated,Bird_Faecal,F
ESCO.0216.01334,E5261,GCA_902849255,PRJEB34791,ERS3883949,CADHNL010000001-CADHNL010000206,Environmental,Water,G
ESCO.0216.01335,C3_70,GCA_902849195,PRJEB34791,ERS3883950,CADHNW010000001-CADHNW010000217,Host-associated,Poultry_Meat,G
ESCO.0216.01336,C2_97,GCA_902849145,PRJEB34791,ERS3883951,CADHNO010000001-CADHNO010000204,Host-associated,Poultry_Meat,G
ESCO.0216.01337,E4486,GCA_902849185,PRJEB34791,ERS3883952,CADHNM010000001-CADHNM010000226,Environmental,Water,G
